speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Lynn Cazabon,Cazabon,Lynn,,Associate Professor,"University of Maryland, Baltimore County",,,"<strong>Lynn Cazabon</strong> is a visual artist whose work poses questions about human progress by focusing on what gets left behind in its wake. Cazabon will discuss her project <em>Discard</em>, which consists of several discrete series of large-scale photographic prints featuring movie films discarded by public institutions (libraries, schools, archives). Harking back to the 19th century practice of postmortem photography, each print in this body of work serves as a memento mori to the recently obsolete medium of film. In its totality, <em>Discard</em> is a shadow archive, reflecting that which has been omitted from institutional archives and reflecting upon a process by which values are reversed: whereby something once valued becomes worthless and looses its viability as a cultural artifact. The project also underlines our current reliance on potentially unstable digital technologies to preserve the things we deem to be worth saving and asks what is lost when we don’t save such physical artifacts (like film) but only transfer its image to digital media. Cazabon will also discuss the notion of the archive as it plays out in her other projects._x000D__x000D_
_x000D__x000D_
Lynn Cazabon’s work in photography, video and installation has been exhibited both nationally and internationally, in solo and group exhibitions at Schroeder Romero (NYC), Hallwalls Contemporary Arts Center (Buffalo, NY), The Creative Alliance (Baltimore), Anthology Film Archives (NYC), Galerie Vox (Montreal), Artists Space (NYC), The Mattress Factory (Pittsburgh, PA), Atlanta Contemporary Art Center (Atlanta), C. Grimaldis Gallery (Baltimore), Le Local (sponsored by Folie/Culture, Quebec, QC), PS122 (NYC), the Aldrich Contemporary Art Museum (Ridgefield, CT), and at the Art Gallery at the University of Maryland (College Park, MD). She has received grants and residency fellowships from the Maryland State Arts Council, Pennsylvania Council on the Arts, Franklin Furnace Archives, The Camargo Foundation, Jentel Foundation, The MacDowell Colony, Fundacion Valparaiso, and Yaddo. Her work is featured in numerous exhibition catalogs and has been written about by noted photo historian Geoffrey Batchen in the book Each Wild Idea: Writing, Photography, History (MIT Press, 2001). Cazabon is an Associate Professor of Art at University of Maryland, Baltimore County.",,
Marc Ruppel,Ruppel,Marc,,,"English, University of Maryland",,,,,
Margo Padilla,Padilla,Margo,,National Digital Stewardship Resident,Library of Congress and MITH,,,"Margo Padilla received her MLIS with a concentration in Management, Digitization and Preservation of Cultural Heritage and Records from San Jose State University in 2011. After graduating, she accepted a position with The Bancroft Library at the University of California, Berkeley as the Digital Project Archivist on a National Park Service grant to create a digital archive of the Japanese American Evacuation and Relocation Study records. She is currently the Library of Congress and Institute of Museum and Library Services National Digital Stewardship Resident at University of Maryland Libraries and MITH where she will research, develop, and prototype an access model that will better enable researchers to discover and use born-digital collections.",,margo_padilla
Marilee Lindemann,Lindemann,Marilee,,,"English Department, LGBT Studies Program",,,,,
Marisa Parham,Parham,Marisa,,Associate Professor of English, Amherst College,,,"Marisa Parham directs the Five College Digital Humanities Initiative, and is also an associate professor of English at Amherst College. Her teaching and research focus on texts that problematize assumptions about time, space, and bodily materiality, particularly as such terms share a history of increasing complexity in texts produced by African Americans. Her current projects include books and articles on the posthuman, on Octavia Butler’s unpublished work, and on problems of hypertextuality and abstract equivalence in American literature, film, and music. She holds a PhD in English and Comparative Literature from Columbia University, and is the author of <em>Haunting and Displacement in African-American Literature and Culture</em>, which you can learn more about at <a href=""mp285.com/"" target=""_blank"">her website</a>.",amherst.edu/people/facstaff/mparham,amplify285
Mark Matienzo,Matienzo,Mark,,Digital Archivist,Yale University,,,"<strong>Mark Matienzo</strong> is a Digital Archivist at Yale University Library’s Manuscripts and Archives department and Technical Architect for the ArchivesSpace project. Matienzo served as lead digital archivist for the Andrew W. Mellon Foundation-funded AIMS project (“Born-Digital Collections: An Inter-Institutional Model for Stewardship”), a partnership between Yale University, University of Virginia, Stanford University, and University of Hull. He is also an adjunct faculty member at the iSchool at Drexel University, where he teaches digital preservation. He received a Master of Science in Information from the University of Michigan and a BA in Philosophy from the College of Wooster. More information about his projects and research can be found online at <a href=""matienzo.org"">matienzo.org</a>.",,anarchivist
Mark Priestley,Priestley,Mark,,Independent Researcher,,,,"Mark Priestley is an independent researcher into the history and philosophy of computing, based in London. He studied mathematics and philosophy at the University of Oxford, and started his career as a programmer before working for many years as a lecturer in software engineering at the University of Westminster. He then turned to the history of computing, gaining a PhD in science and technology studies from University College London. His previous book, A Science of Operations: Machines, Logic, and the Invention of Programming (Springer, 2011), explores the influence of logical ideas on the evolution of programming methods. Following on from ENIAC in Action (MIT 2016), he is working on recapturing the details of early programming ideas and practices in other contexts. More information is available at <a href=""www.markpriestley.net"" target=""_blank"" rel=""noopener"">his website</a>.",markpriestley.net,
Mark Sample,Sample,Mark,,Assistant Professor of English,George Mason University,,,"<strong>Professor Mark Sample</strong> teaches and researches contemporary American literature and Digital Culture at George Mason University. His most recent publication, in Game Studies, explores the interplay between video games, the War on Terror, and the production of knowledge. Professor Sample can be found blogging at <a href=""www.samplereality.com"" target=""_blank"">www.samplereality.com</a>.",samplereality.com,samplereality
Marlene Mayo,Mayo,Marlene,,Associate Professor of History,University of Maryland,,,,,
Martha Nell Smith,Nell Smith,Martha,,Professor of English,University of Maryland,,,"Martha Nell Smith is Distinguished Scholar-Teacher, Professor of English, and Founding Director of MITH at the University of Maryland.  Her numerous print publications include five singly and coauthored books—<em>Emily Dickinson, A User’s Guide </em>(2016); <em>Companion to Emily Dickinson</em> (Jan 2008); <em>Open Me Carefully: Emily Dickinson’s Intimate Letters to Susan Dickinson</em> (1998; Choice); <em>Comic Power in Emily Dickinson </em>(1993; Choice); <em>Rowing in Eden: Rereading Emily Dickinson</em> (1992; Hans Rosenhaupt First Book Award Honorable Mention, Woodrow Wilson National Fellowship Foundation)—and scores of articles and essays in journals and collections such as <em>American Literature</em>,<em>Present Tense: Rock &amp; Roll and Culture</em>,<em> Textual Cultures</em>, <em>ESQ</em>,<em> Studies in the Literary Imagination</em>, <em>Journal of Victorian Culture</em>, <em>South Atlantic Quarterly</em>, <em>Women’s Studies Quarterly</em>, <em>Profils Americains</em>, <em>San Jose Studies</em>,<em>The Emily Dickinson Journal</em>, <em>ESQ</em>, <em>Journal of Victorian Culture</em>, and <em>A Companion to Digital Humanities</em>. Most recently, working with Professor Baihua Wang of Fudan University (Shanghai), Smith has edited sections on Dickinson for three different international journals—<em>Comparative Literature, World Literature</em>, <em>Cowrie: A Journal of Comparative Literature and Culture</em>, and the <em>International Journal of Poetry and Poetics</em>._x000D__x000D_
_x000D__x000D_
&nbsp;",english.umd.edu/profiles/msmith,MarthaNellSmith
Mary Flanagan,Flanagan,Mary,,Sherman Fairchild Distinguished Professor in Digital Humanities,Dartmouth College,,,,,criticalplay
Marya McQuirter,McQuirter,Marya,,Curator, dc1968 project,,,"Marya Annette McQuirter, curator of the dc1968 project, is an independent curator, researcher and writer in Washington, DC. Marya is also a Digital Archives &amp; Metadata Fellow at Barnard College Archives in New York. She is currently writing and mapping geographies of 19th century mobile technologies— bicycles and photography—in the U.S. and the diaspora.",dc1968project.com,maryamcquirter
Matthew K. Gold,Gold,Matthew K.,,Associate Professor of English and Digital Humanities,"The Graduate Center, CUNY",,,,gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Masters-Programs/Liberal-Studies/Faculty-Bios/Matthew-K-Gold,mkgold
Matthew Kirschenbaum,Kirschenbaum,Matthew,Matt,Associate Professor of English and Associate Director of MITH,"University of Maryland, College Park",,,"Matthew G. Kirschenbaum is Associate Professor in the Department of English at the University of Maryland and Associate Director of the Maryland Institute for Technology in the Humanities (MITH, an applied thinktank for the digital humanities). He is also an affiliated faculty member with the Human-Computer Interaction Lab at Maryland, and a member of the teaching faculty at the University of Virginia’s Rare Book School.  Kirschenbaum served as the first director of the new Digital Cultures and Creativity living/learning program in the Honors College at Maryland._x000D__x000D_
_x000D__x000D_
A 2011 Guggenheim Fellow, he specializes in digital humanities, electronic literature, virtual worlds, serious games and simulations, textual studies, and postmodern/experimental literature. His first book, <em>Mechanisms: New Media and the Forensic Imagination</em>, was published by the MIT Press in 2008.<em>Mechanisms</em> has won the 2009 Richard J. Finneran Award from the Society for Textual Scholarship (STS), the 2009 George A. and Jean S. DeLong Prize from the Society for the History of Authorship, Reading, and Publishing (SHARP), and the 16th annual Prize for a First Book from the Modern Language Association (MLA).  Much of his work now focuses on the critical and scholarly implications of the shift to born-digital textual and cultural production. He was principal investigator for the NEH funded start-up “Approaches to Managing and Collecting Born-Digital Literary Materials for Scholarly Use” and is also a co-investigator on the NDIIPP-and IMLS-funded project devoted to Preserving Virtual Worlds (2007 to present). In 2010 he co-authored (with Richard Ovenden and Gabriela Redwine) <em>Digital Forensics and Born-Digital Content in Cultural Heritage Collections</em>, a report published by the Council on Library and Information Resources and recognized with a commendation from the Society of American Archivists. He also oversees work on the <em>Deena Larsen Collection</em> at MITH, a vast personal archive of hardware and software furnishing a cross-section of the electronic writing community during its key formative years, roughly 1985-1995. Kirschenbaum serves on the editorial or advisory boards of a number of projects and publications, including <em>Postmodern Culture</em>, <em>Text Technology</em>, <em>Textual Cultures</em>, <em>MediaCommons</em>, and <em>futureArch</em>. An avid tabletop gamer, he contributes to the group blog <em>Play the Past</em> devoted to meaningful play and cultural heritage. His work has received coverage in the <em>Atlantic, New York Times, National Public Radio, Wired, Boing Boing, Slashdot,</em> and the <em>Chronicle of Higher Education</em>. See <a href=""www.mkirschenbaum.net/"">www.mkirschenbaum.net</a> for more.",mkirschenbaum.net,mkirschenbaum
