speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Ethan Watrall,Watrall,Ethan,,Assistant Professor; Associate Director; Director,Anthropology; MATRIX; Cultural Heritage Informatics Initiative,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Ethan Watrall} is an Assistant Professor in the Department of Anthropology and Associate Director of Matrix: The Center for Humane Arts, Letters & Social Sciences Online ({\field{\*\fldinst{HYPERLINK ""matrix.msu.edu""}}{\fldrslt{\ul
matrix.msu.edu
}}}
) at Michigan State University. In addition, Ethan is Director of the Cultural Heritage Informatics Initiative ({\field{\*\fldinst{HYPERLINK ""chi.anthropology.msu.edu""}}{\fldrslt{\ul
chi.anthropology.msu.edu
}}}
) and the Cultural Heritage Informatics Fieldschool at Michigan State University ({\field{\*\fldinst{HYPERLINK ""sites.matrix.msu.edu/chi-fieldschool""}}{\fldrslt{\ul
sites.matrix.msu.edu/chi-fieldschool
}}}
). Ethan\u8217's interests fall in the domain of cultural heritage informatics and digital archaeology, with particular focus on serious games & meaningful play, mobile & geospatial (mostly within the context of public outreach and engagement), and linked open archaeological data. Ethan is PI of the NEH funded ""Red Land/Black Land: Teaching Ancient Egyptian History Through Game-Based Learning\u8221"" project.\u160? Ethan is editor of Play the Past ({\field{\*\fldinst{HYPERLINK ""www.playthepast.org""}}{\fldrslt{\ul
www.playthepast.org
}}}
), a collaborative authored, scholarly blog dedicated to exploring the intersection between games and cultural heritage.\u160? In addition, Ethan is co-editor of Archaeology 2.0: New Tools for Communication and Collaboration, an open access volume published by the UCLA Cotsen Institute of Archaeology Press ({\field{\*\fldinst{HYPERLINK ""www.escholarship.orguc/item/1r6137tb""}}{\fldrslt{\ul
www.escholarship.orguc/item/1r6137tb
}}}
). In addition to his scholarly work, Ethan has written trade books on web and interactive design, including Head First Web Design published by O\u8217'Reilly.\par}

",,captain_primate
Franklin J. Hildy,Hildy,Franklin J.,,Professor and Director of Graduate Studies in the Department of Theatre,University of Maryland,,,"

",,
Fred Gibbs,Gibbs,Fred,,Assistant Professor of History,George Mason University,,,"

",,fredgibbs
George Williams,Williams,George,,"Associate Professor, Department of English",University of South Carolina Upstate,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Dr. Williams} is an Associate Professor of English at the University of South Carolina Upstate where he has led a research project on accessible website development. His research and teaching interests include eighteenth-century studies, orality & literacy, the digital humanities, and disability studies in the humanities. He is a regular contributor to {\field{\*\fldinst{HYPERLINK ""profhacker.com""}}{\fldrslt{\ul
Profhacker.com
}}}
, {\field{\*\fldinst{HYPERLINK ""BrailleSC.org""}}{\fldrslt{\ul
BrailleSC.org
}}}
, and {\field{\*\fldinst{HYPERLINK ""www.eighteenthcentury.org""}}{\fldrslt{\ul
EighteenthCentury.org.
}}}
\par}

",georgehwilliams.pbworks.com/w/page/14266798/FrontPage,GeorgeOnline
Georgina Goodlander,Goodlander,Georgina,,Interpretive Programs Manager,"Luce Foundation Center for American Art, Smithsonian American Art Museum",,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Georgina Bath Goodlander}\u160?is the Interpretive Programs Manager of the Luce Foundation Center for American Art at the Smithsonian Institution. She is responsible for all operations of the Center, including developing and overseeing a regular schedule of public programs, updating interpretative information, maintaining audiovisual installations, coordinating the selection and installation of collection objects in cases in the Center, and supervising staff. In 2008, she managed the creation of {\i Ghosts of a Chance} and developed a module version of the game, which is available to the public on a regular basis.\par}

",countedshadows.com/wordpress,bathlander
Grant Dickie,Dickie,Grant,,,,,,"

",,
Greg Cox,Cox,Greg,,,,,,"

",,
Greg Crane,Crane,Greg,,Professor of Classics & Editor-in-Chief of the Perseus Project,Tufts University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Greg Crane} is currently a Professor of Classics, as well as Editor-in-Chief of the Perseus Project at Tufts University. He has written two books on Thucydides; The Blinded Eye & The Ancient Simplicity, and is currently conducting preliminary research for a planned book on Cicero. He is particularly interested in the extent to which broadcast media such as the World Wide Web not only enhance the work of professional researchers and students in formal degree programs but create new audiences outside academia for cultural materials. His current research focuses on ""computational humanities"" and how this new field can help to democratize information without compromising intellectual rigor.\par}

",perseus.tufts.edu/hopper/about/who/gregoryCrane,GegoryR
Gregory Zinman,Zinman,Gregory,,"Assistant Professor of of Literature, Media, and Communication",Georgia Institute of Technology,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Gregory Zinman is an Assistant Professor in the School of Literature, Media, and Communication at Georgia Tech. Before arriving at Georgia Tech, he was an ACLS New Faculty Fellow in the Film Program at Columbia University and the scholar-in-residence at the New York Film-Makers\u8217' Cooperative. In 2013, he was Postdoctoral Fellow at the Smithsonian American Art Museum, working on the Nam June Paik Archive. He is currently completing his first book, {\i Handmade: The Moving Image Without Photography}, which provides a theoretical and historical framework for understanding craft-based moving image practices, from painted film to new media. He is also editing, with John Hanhardt and Edith Decker-Phillips, {\i Nam June Paik: Selected Writings} (forthcoming from The MIT Press)._x000D__x000D_ _x000D__x000D_ Zinman's writing on film and media has been published in {\i The New Yorker}, {\i American Art}, {\i Film History}, {\i Animation Journal}, {\i MIRAJ}, and {\i Millennium Film Journal}. His current research is supported by a fellowship from the National Endowment for the Humanities. He serves as a curatorial consultant to the Yale University Art Gallery and the Smithsonian American Art Museum, and has programmed film and media art at the Film-makers\u8217' Co-op, the Museum of the Moving Image, Asia Society New York, and the Ann Arbor Film Festival, as well as a number of venues in Atlanta. His website, handmadecinema.com, received the 2015 award for \u8220""Best Electronic Reference Site,\u8221"" from the Popular Culture Association/American Culture Association._x000D__x000D_ _x000D__x000D_ Zinman holds a Ph.D. from the Department of Cinema Studies at New York University, a BA in American Studies from Yale University, and a MA in Cinema Studies from NYU.\par}

",gregzinman.wordpress.com,gregzinman
Harold Short,Short,Harold,,Visiting Professorial Fellow,Australian Catholic University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Harold Short is a Visiting Professorial Fellow at Australian Catholic University. He is\u160?Emeritus Professor of King\u8217's College London, where he founded and directed the\u160?Centre for Computing in the Humanities (later Department of Digital Humanities) until\u160?retirement in 2010. At King\u8217's he was involved in the development of three MA\u160?programmes: Digital Humanities, Digital Culture and Society and Digital Asset\u160?Management, and, with Willard McCarty, of the world's first PhD programme in\u160?Digital Humanities, launched in 2005. He also played a lead role in a number of\u160?large-scale inter-disciplinary research projects. 2011-15 he was a visiting Professor\u160?at Western Sydney University, where he was closely involved in the establishment of\u160?the Digital Humanities Research Group, which hosted the Digital Humanities 2015\u160?conference._x000D__x000D_ _x000D__x000D_ He is a former Chair of the European Association for Digital Humanities and the\u160?Alliance of Digital Humanities Organisations in which he has a continuing role to\u160?support the development of digital humanities associations world-wide. He is a\u160?general editor of the Ashgate series Digital Research in the Arts and Humanities.\par}

",,
Hasan Elahi,Elahi,Hasan,,Associate Professor of Art,University of Maryland,,,"

",elahi.umd.edu/track,hasanmelahi
Hayim Lapin,Lapin,Hayim,,"Robert H. Smith Professor of Jewish Studies, Department of History Professor, MITH Facuty Fellow",University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Hayim Lapin} is the Robert H. Smith Professor of {\field{\*\fldinst{HYPERLINK ""www.jewishstudies.umd.edu/faculty/lapin.html""}}{\fldrslt{\ul
Jewish Studies
}}}
 and a Professor in the {\field{\*\fldinst{HYPERLINK ""www.history.umd.edu/Bio/lapin.html""}}{\fldrslt{\ul
Department of History
}}}
 at the University of Maryland. He received his PhD from Columbia University. Hayim\u8217's research has been at the intersection of classical Jewish texts (especially legal texts) and social and cultural history. His most recent book is on the development of the rabbinic movement in Palestine in the third and fourth centuries of the Common Era (AD) seen from the perspective of Roman provincial history. His current project, drawing on the same body of literature, is a digital scholarly edition of a principal legal text known as the Mishnah.\par}

",,
Heather Hart,Hart,Heather,,Co-founder,Black Lunch Table,Visiting Lecturer,Rutgers University Mason Gross School of Art,"{\pard \ql \f0 \sa0 \li0 \fi0 Based in Brooklyn, NY, Heather Hart is a visual artist and Visiting Lecturer at Rutgers University Mason Gross School of Art. Her art practice is invested in creating site-specific liminal spaces for personal reclamation, in questioning dominant narratives and proposing alternatives to them. Heather\u8217's independent work invites engagement from diverse publics, invites collaboration with other cultural producers, and requires masterful organizational, interpersonal, and logistical skills. Additionally, she has spearheaded the BLT Wikipedia initiative and is invested in proliferating the people\u8217's encyclopedia as a collaborative work requiring the efforts of a diversity of community members, and this perspective has informed our event programming. Heather received her BFA at Cornish College of the Arts and her MFA from Rutgers University with studies at Princeton University.\par}

",,heatherhart
Henry Lovejoy,Lovejoy,Henry,,Lecturer and Visiting Assistant Professor,McMaster University and Michigan State University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Henry B. Lovejoy was awarded his PhD from the University of California, Los Angeles in 2012. He completed a Social Sciences and Humanities Research Council of Canada Post-Doctoral Fellowship at the University of British Columbia (2012-2014) and another Post-Doctoral Fellowship at the University of Texas, Austin (2014-2015). He is currently a lecturer at McMaster University and a Visiting Assistant Professor at Michigan State University. He has published articles in {\i The Journal of African History}, {\i Slavery & Abolition}, {\i Canadian Journal of African Studies}, {\i African Economic Histor}y, among other chapters in edited volumes. He expects his book project {\i Slavery, Freedom and Empire: Juan Nepomuceno Prieto of the Lucumi Nation in Cuba during the Age of Revolution} to be published in the \u8220""Envisioning Cuba\u8221"" series with the University of North Carolina Press.\par}

",,
Howard Rambsy II,Rambsy II,Howard,,Professor of literature, Southern Illinois University Edwardsville,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Howard Rambsy II teaches African American\u160?literature\u160?courses at Southern Illinois University Edwardsville. His articles, blog entries, and mixed media exhibits focus on African American artistic production. He coordinates the East St. Louis Digital Humanities Club\u8211-an arts and technology program for undergraduates and high school students.\par}

",culturalfront.org2019/02/in-dataset-of-their-own-comparisons-of.html,blackstudies
